1, 2015-04-07 01:00:44.550543, 254.26, 254.11, 254.28, 254.26, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 51, 1.1568627450980393, 8, 14, 1, 14, 13, 1.09226, 1.48913, 119.57
2, 2015-04-07 01:01:43.062475, 254.05, 253.95, 254.37, 254.05, -0.20999999999997954, -0.0008259262172578445, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 50, 1.18, 9, 14, 1, 14, 13, 1.09233, 1.48913, 119.567
3, 2015-04-07 01:02:42.946427, 254.05, 253.95, 254.37, 254.05, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 51, 1.1568627450980393, 8, 14, 1, 14, 13, 1.09227, 1.489, 119.578
4, 2015-04-07 01:03:43.451378, 254.21, 254.32, 254.38, 254.21, 0.1599999999999966, 0.0006297972839991993, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 51, 1.1568627450980393, 8, 14, 1, 14, 13, 1.09234, 1.48917, 119.584
5, 2015-04-07 01:04:43.510592, 254.21, 254, 254.22, 254.21, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 60, 51, 1.1764705882352942, 9, 14, 1, 14, 13, 1.09245, 1.48929, 119.581
6, 2015-04-07 01:05:43.097543, 254.21, 254.32, 254.38, 254.21, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 60, 51, 1.1764705882352942, 9, 14, 1, 14, 13, 1.09245, 1.48929, 119.578
7, 2015-04-07 01:06:43.890349, 254.21, 254, 254.22, 254.21, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 57, 1.0350877192982457, 2, 14, 1, 14, 13, 1.09243, 1.4895, 119.57
8, 2015-04-07 01:07:48.664625, 254.21, 254.32, 254.38, 254.21, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 61, 0.9672131147540983, -2, 14, 1, 14, 13, 1.09243, 1.48944, 119.551
9, 2015-04-07 01:08:43.333281, 254.21, 254.32, 254.38, 254.21, 0, 0, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 61, 0.9672131147540983, -2, 15, 1, 15, 14, 1.09262, 1.4896, 119.555
10, 2015-04-07 01:09:42.810577, 253.47, 253.46, 253.58, 253.47, -0.7400000000000091, -0.002910979111758031, 252.98, 1611777044, 59410155, 1571859.3250275915, 15602478544192, 1428380352810, 6213.37388342, 1.4024975e15, 11.162790697674419, 819908.1799999999, 39471150.22109692, 352799, 49446390688.24144, 129, 77408694173356, 351063, 3241, 317081150.31885916, 108095, 322500000000, 59, 60, 0.9833333333333333, -1, 15, 1, 15, 14, 1.09244, 1.48946, 119.563
